27442,100,93,89,88,87,90,93
28356,93,88,85,82,83,85,87
28388,94,89,87,84,84,87,89
28448,97,91,88,85,86,88,91
29071,78,76,75,74,74,75,76
29372,88,84,82,80,81,82,84
30165,77,76,74,73,74,74,76
30320,100,100,100,98,96,97,100
30458,88,84,82,79,80,82,84
30651,87,83,81,79,80,82,83
30848,77,75,74,73,74,74,75
31351,77,75,74,73,74,73,75
31401,67,67,66,66,68,64,65
31508,100,100,97,98,93,97,100
31873,85,81,79,77,78,80,81
32561,89,84,82,80,81,82,84
32695,68,68,68,67,69,67,66
32764,87,83,81,79,80,82,83
32992,88,83,81,79,80,82,83
34022,93,88,85,83,83,85,87
34108,73,72,71,69,71,70,71
34246,72,72,71,69,71,70,71
34545,69,69,68,67,69,67,67
34994,57,61,57,60,62,61,47
35164,87,83,81,79,79,82,83
35572,82,78,77,76,75,77,79
35632,86,81,79,77,78,80,82
35869,98,92,89,86,86,90,92
36151,73,73,72,70,72,71,72
36163,90,85,82,80,81,83,85
36190,90,85,83,81,81,83,85
36205,75,74,73,72,73,72,74
36575,89,84,82,80,81,82,84
37162,90,84,82,80,81,83,85
37171,60,63,61,63,63,61,60
38084,100,97,95,92,91,94,98
38147,93,89,86,83,83,86,88
38157,86,81,80,78,78,81,82
38700,72,72,71,69,71,70,70
38870,75,73,73,72,73,72,74
39314,91,87,84,81,82,84,86
39708,100,94,90,89,89,92,94
39898,85,81,79,77,77,80,81
39987,82,79,77,76,76,78,79
40752,83,79,77,76,76,78,79
40830,69,69,68,67,69,67,66
41097,81,77,76,75,75,77,78
41187,81,78,76,75,75,77,78
41333,67,68,67,66,68,66,65
41589,89,84,82,80,81,82,84
41823,100,94,89,88,87,92,93
42571,75,73,73,72,73,72,74
42726,98,91,88,86,86,89,92
42864,82,79,77,76,76,78,79
42869,78,76,75,74,74,75,76
43233,87,83,81,79,79,81,83
43624,85,81,79,77,78,80,81
44532,100,100,97,96,93,97,99
44806,81,77,76,75,75,77,78
45249,100,99,95,92,91,94,97
45749,95,89,87,84,85,87,90
46057,91,86,83,81,82,84,86
46341,71,71,70,68,71,69,69
46599,84,80,78,76,77,79,80
46679,100,100,100,99,94,99,100
46700,67,68,67,67,68,64,66
46740,74,73,73,71,73,71,73
46784,77,76,75,74,74,75,76
47368,100,100,95,93,92,95,97
47469,77,76,74,73,74,74,76
47625,93,88,86,83,83,86,88
47744,79,77,75,74,75,76,77
48046,95,90,87,84,85,88,90
48470,97,91,88,86,86,89,92
48708,100,94,91,89,88,92,94
49533,72,72,71,69,71,71,71
49767,79,77,75,74,75,76,77
49786,87,83,81,79,80,82,83
49853,100,93,89,88,87,91,93
49878,76,75,74,73,73,74,75
49907,82,79,77,76,76,78,79
50096,85,81,79,77,78,80,81
50464,80,77,76,74,75,76,77
50861,68,69,68,67,68,66,66
50929,73,72,71,70,72,71,72
51200,63,65,62,64,66,63,62
51255,82,78,77,76,76,78,79
51340,91,86,83,81,82,84,86
51968,71,71,70,68,71,70,70
52344,76,74,74,72,73,72,74
52903,98,92,88,86,86,89,92
53103,80,77,75,74,75,76,77
53136,76,75,74,73,73,73,75
53208,84,80,78,76,77,79,80
53308,74,73,73,72,73,72,73
53532,79,77,75,74,75,76,77
53836,73,73,72,70,72,71,73
54004,81,78,76,75,75,77,78
54274,86,82,80,78,79,81,82
54591,97,91,88,86,86,89,91
54872,39,57,54,60,60,56,46
55570,76,74,74,73,73,73,74
55849,92,87,84,81,83,84,86
55891,94,89,86,83,84,86,88
57198,88,84,81,80,80,82,84
58676,100,95,92,90,90,92,95
59175,75,74,73,72,73,72,74
59234,93,88,85,83,83,86,87
59972,80,77,76,74,75,76,77
59977,63,66,62,64,67,63,64
60664,87,83,81,79,79,82,83
60692,83,79,77,76,76,78,79
60756,69,70,68,67,69,68,67
60847,92,87,84,82,82,85,86
61115,85,81,79,77,78,80,81
61475,93,88,85,83,83,86,88
61697,94,89,86,84,84,86,89
61799,86,81,80,78,78,81,82
61914,73,73,71,69,72,71,72
62563,82,78,77,76,76,77,79
62845,71,70,70,68,70,69,69
63514,84,80,78,77,77,79,80
63575,91,86,84,81,82,84,86
63615,92,87,85,82,83,85,87
63993,87,83,81,79,80,82,83
64127,74,73,72,70,72,71,73
64266,99,92,89,87,87,90,92
64386,93,89,86,83,84,86,88
64513,77,76,75,73,74,74,76
64596,99,92,89,87,87,90,92
64624,87,83,81,79,80,82,83
65331,93,88,85,83,83,86,87
65893,100,93,89,88,87,91,93
66332,100,98,94,91,91,94,96
66708,79,77,75,74,75,76,77
67770,92,88,85,82,83,86,87
68208,84,79,78,76,77,78,80
68226,84,80,78,76,77,78,80
68899,96,90,88,85,85,88,90
69383,95,90,88,85,85,88,90
69671,72,72,71,69,71,70,70
70612,65,65,63,65,67,63,65
71080,71,71,70,69,71,70,70
71176,86,82,80,78,79,81,82
71184,78,76,75,73,74,75,76
71253,83,79,78,76,77,78,80
71523,100,94,90,89,88,91,93
72005,91,86,84,81,82,84,86
72115,100,100,100,100,94,100,100
72544,86,82,80,78,79,81,82
73092,100,95,92,90,89,93,95
73279,59,61,59,60,59,58,58
73991,95,90,88,85,85,88,90
74856,78,77,75,74,74,75,76
75142,94,89,87,84,84,86,89
75388,92,87,84,82,83,85,86
75391,92,87,84,82,83,85,86
77485,74,73,72,71,73,71,73
77574,82,78,77,76,76,78,79
77867,100,94,91,89,89,92,94
77881,94,89,86,84,84,86,89
78311,87,83,81,79,79,82,83
78403,71,71,69,68,70,69,69
78832,85,81,79,77,78,80,81
78965,81,78,77,75,75,77,78
79154,100,100,98,98,94,99,99
79377,86,81,80,78,78,81,82
80156,61,65,62,64,65,62,62
80585,94,89,87,84,84,87,90
80870,96,90,88,85,85,88,91
81384,57,60,53,60,60,58,46
81447,90,85,83,80,81,83,85
81452,88,83,81,80,80,82,84
81905,76,74,74,72,73,73,74
82726,80,77,76,75,75,76,78
82852,62,64,63,64,65,63,62
83439,100,92,89,87,87,90,92
83597,86,82,80,78,79,81,82
83844,62,64,62,63,65,62,61
84204,79,77,75,74,75,76,77
84385,71,70,69,68,70,69,68
84459,90,85,83,81,81,83,85
84617,85,81,79,77,78,81,81
84843,70,70,69,68,69,69,68
84853,85,81,79,77,78,80,81
84958,91,86,84,81,82,84,86
85081,54,62,59,60,63,61,60
85172,93,88,85,82,83,86,87
86690,71,71,70,68,70,69,69
87110,76,74,74,72,73,73,74
87161,88,83,81,79,80,82,83
87511,69,69,68,67,69,67,67
87661,76,74,74,72,73,73,74
87796,84,80,79,77,77,79,81
88892,71,71,70,69,71,70,70
89107,78,77,75,74,74,76,77
89244,78,76,75,73,74,75,76
89453,81,77,76,75,75,77,78
89538,71,71,70,69,71,70,70
89625,92,87,85,82,83,85,87
90171,95,90,87,84,84,88,90
90585,85,81,79,77,78,81,81
91182,100,93,89,88,87,91,92
91639,88,84,81,79,80,82,83
92018,86,82,80,78,79,81,82
92809,100,97,94,92,91,94,96
92948,86,81,80,78,78,81,82
92970,92,87,84,81,82,84,86
93154,87,83,81,79,80,82,83
93921,61,61,60,61,63,59,61
94213,76,74,74,72,73,73,74
94237,70,70,69,68,70,69,68
95021,74,73,72,70,73,71,73
95107,75,74,73,72,73,72,74
95755,66,67,65,66,67,64,65
95806,86,82,80,78,79,81,82
95901,66,67,64,65,67,64,65
96112,67,69,67,66,68,67,66
96154,90,86,83,81,82,84,85
96486,76,74,74,72,73,73,74
96577,100,94,91,89,89,92,94
96795,100,95,92,90,89,93,95
96796,76,74,74,72,73,73,74
97179,81,77,76,75,75,77,78
97289,92,87,85,82,83,85,87
97576,96,90,88,85,86,88,91
98014,92,86,84,81,82,84,86
98440,77,75,74,73,73,74,75
98500,100,96,93,91,91,93,96
98706,73,73,72,70,72,71,73
98903,77,76,74,73,74,74,75
